image_name| comment_number| comment
231011373.jpg| 1| A man in a white shirt and Khaki pants with a hat on climbing a mountain .
231011373.jpg| 2| A dessert mountain with a man wearing a hat standing on the hillside .
231011373.jpg| 3| A man wearing straw hat is hiking while looking at the camera .
231011373.jpg| 4| A man posing on a tall desert hillside .
238008466.jpg| 0| A female hiker leans against a tree while another female and a male with a backup climb a wooded hill .
238008466.jpg| 1| A girl in a yellow shirt leans against a tree as her friends climb a steep
238008466.jpg| 2| Two people hiking and a woman in a yellow shirt looking back at the camera .
238008466.jpg| 3| Two hikers climbing while one poses for a camera .
238008466.jpg| 4| Three people hiking in the woods climbing uphill .
2391048897.jpg| 0| Two boys and two girls walk away from the camera
2391048897.jpg| 1| Four people wearing backpacks walking in a line along a mountain trail .
2391048897.jpg| 2| A group of young adults hiking a mountainside .
2391048897.jpg| 3| a group of people hiking up the side of a hill
2391048897.jpg| 4| A group of hikers hiking along dirt trail .
2400958566.jpg| 0| A woman is backpacking through a stream in front of a waterfall .
2400958566.jpg| 1| A hiker carrying a backpack is walking past a waterfall .
2400958566.jpg| 2| A person crosses the stream in front of a waterfall .
2400958566.jpg| 3| A hiker with a backpack is walking near a waterfall .
2400958566.jpg| 4| A girl hiking in front of a waterfall
241031254.jpg| 0| a bearded man in a white shirt and black shorts is hiking on a woodland path .
241031254.jpg| 1| a bearded man in a white shirt and black shorts is hiking on a woodland path .
241031254.jpg| 2| A man in a white shirt is standing on a trail in the woods .
241031254.jpg| 3| A man wearing a water pack and shorts on an outdoor trail .
241031254.jpg| 4| A short stubby man with a backpack is standing in a forest
2418191216.jpg| 0| A woman with a hat and sunglasses smiling
2418191216.jpg| 1| An older woman in hiking clothing and a summer hat smiles .
2418191216.jpg| 2| A woman in a sunhat is wearing sunglasses and laughing .
2418191216.jpg| 3| An old lady wearing a hat and smiling .
2418191216.jpg| 4| Women in hat and sunglasses smiles .
244760301.jpg| 0| A group of people in matching outfits hiking up a trail with one person lagging behind .
244760301.jpg| 1| A group of men wearing similar clothing backpacks through the countryside .
244760301.jpg| 2| A group of scouts are hiking through the grass .
244760301.jpg| 3| Several hikers walking along a rocky path .
244760301.jpg| 4| People walking
2461372011.jpg| 0| The hiker is walking up a snow covered hill with a black dog .
2461372011.jpg| 1| A person climbs up a snowy hill while their dog follows .
2461372011.jpg| 2| A person climbs a snowy hill while a black dog follows .
2461372011.jpg| 3| A person and a black dog are walking through the snow .
2461372011.jpg| 4| A person hiking up a hill in the snow with a dog .
2467821766.jpg| 0| People walking in a line with backpacks are using a trail through the trees .
2467821766.jpg| 1| A group of people are backpacking through the woods and snow .
2467821766.jpg| 2| A group of people hike through a snowy wooded area .
2467821766.jpg| 3| A group of four hiking through a snowy forest .
2467821766.jpg| 4| Four hikers hike on trail through snow .
2489844419.jpg| 0| A man wearing a blue vest and brown pants hiking up a mountain .
2489844419.jpg| 1| A man wearing a blue vest and brown pants hiking up a mountain .
2489844419.jpg| 2| One man in all thermal wear is hiking up a snowy hillside .
2489844419.jpg| 3| Smiling man standing on rocky
2489844419.jpg| 4| A man is standing on snowy rocks .
257456026.jpg| 0| A young woman in a pink shirt and jeans is walking past some trees .
257456026.jpg| 1| Woman in a pink shirt walking through the bushes .
257456026.jpg| 2| Woman in pink goes for a stroll through a field .
257456026.jpg| 3| A woman walking through the meadow .
257456026.jpg| 4| Woman hiking outside in a vineyard .
2636454827.jpg| 0| Three people in hiking gear smile at the camera with mountains and rocks in the background .
2636454827.jpg| 1| A male and two female hikers pose in front of a mountainous landscape .
2636454827.jpg| 2| Three people smiling in the distance on a mountainous area .
2636454827.jpg| 3| Three hikers wearing cold-weather gear pose and smile .
2636454827.jpg| 4| Three people posing atop a mountain .
2696951725.jpg| 0| A man without a shirt poses with his arms spread next to a woman .
2696951725.jpg| 1| A man without a shirt poses with his arms spread next to a woman .
2696951725.jpg| 2| A man holds his arms open wide while standing with a woman .
2696951725.jpg| 3| A man and woman posing for a picture on a mountain hike .
2696951725.jpg| 4| A shirtless man poses with a girl hiking in a park .
2743298738.jpg| 0| People standing near water one is wearing yellow and one is in purple .
2743298738.jpg| 1| Two people in a dense jungle area with trees and grass everywhere .
2743298738.jpg| 2| A family hiking in rock formations under lush greenery .
2743298738.jpg| 3| Two outdoorsmen stand by a stony edifice in a forest .
2743298738.jpg| 4| A family hiking in the woods .
2769731772.jpg| 0| The girl with a baby on her back is walking through a big rock
2769731772.jpg| 1| A woman with a baby in a backpack
2769731772.jpg| 2| Woman walking on a dirt path near a large copper boulder .
2769731772.jpg| 3| A woman is hiking towards an orange colored rock face .
2769731772.jpg| 4| A girl and her child walking next to a mountain .
2820596638.jpg| 0| An adult and a child hike through the forest with backpacks .
2820596638.jpg| 1| A man and a boy backpack hiking through a forest .
2820596638.jpg| 2| A man and a boy go hiking through the forest .
2820596638.jpg| 3| Man and boy with backpacks on a hiking trail .
2820596638.jpg| 4| Hikers walk through a forest .
2832978253.jpg| 0| A person in a white and red shirt and green backpack hiking on a mountain .
2832978253.jpg| 1| A hiker climbing a rocky hill with fog surrounding him .
2832978253.jpg| 2| A person wearing red and white climbs a foggy mountain .
2832978253.jpg| 3| A hiker with a backpack is up on a misty mountaintop .
2832978253.jpg| 4| A hiker walks on a mountainside .
2856700762.jpg| 0| Two hikers carrying backpacks are standing in front of a path patiently looking over at something and waiting patiently .
2856700762.jpg| 1| There are two young people with backpacks on and then are standing next to a hiking trail .
2856700762.jpg| 2| Two hikers stopping to rest in the shade on a bright sunny day .
2856700762.jpg| 3| Two men with backpacks hiking up a trail .
2856700762.jpg| 4| Two hikers standing at a trail head .
2925242998.jpg| 0| A woman in hiking gear on the top of a mountain
2925242998.jpg| 1| A woman hiker stopped at the top of a mountain with a beautiful view
2925242998.jpg| 2| A lady is standing on the edge of a hill looking at the Verizon .
2925242998.jpg| 3| a female hiker is looking at the view of some mountains .
2925242998.jpg| 4| A woman stands on a mountain looking at others .
2931721215.jpg| 0| A man with two hiking sticks stands atop a cliff with a beautiful mountain view in the background .
2931721215.jpg| 1| A man at the top of a mountain in a large mountain range .
2931721215.jpg| 2| Someone is using two poles to hike on a mountain .
2931721215.jpg| 3| A mountain climber on the summit of a high peak .
2931721215.jpg| 4| A male hiker high in the mountains .
2953684252.jpg| 0| Two people walking and collecting garbage in a sandy area.
2953684252.jpg| 1| Two people are picking up garbage in a desert .
2953684252.jpg| 2| Two women with sunhats cleaning up the beach .
2953684252.jpg| 3| Two ladies collecting garbage in the dunes .
2953684252.jpg| 4| Two females are out hiking in the desert .
3085517960.jpg| 0| A group of six adult hikers gather on a dirt road in front of a few trees in the afternoon while their leader stands in the foreground in a green jacket
3085517960.jpg| 1| A ground of hikers wearing green
3085517960.jpg| 2| Seven hikers pause on a path while their leader directs their attention ahead .
3085517960.jpg| 3| Seven warmly dressed people are standing in the outdoors .
3085517960.jpg| 4| A group of people are hiking in the forest .
3168334220.jpg| 0| A person in a blue shirt and white hat and a person in a tan hat and red shirt hike toward a tree on the side of a hill .
3168334220.jpg| 1| A man wearing a jungle hat is trekking with his guide in the wilderness .
3168334220.jpg| 2| Hikers are walking down a grassy path on a hillside .
3168334220.jpg| 3| Hikers walking along a trail overlooking a valley .
3168334220.jpg| 4| Two people wearing hats are hiking in the woods .
3177284127.jpg| 0| Several people rock hiking with backpacks and walking sticks .
3177284127.jpg| 1| A group of hikers walk on lava near an active volcano .
3177284127.jpg| 2| A group of hikers are climbing among volcanic rock .
3177284127.jpg| 3| People hiking on the mountain by the seaside .
3177284127.jpg| 4| a group goes on a hike on a rocky surface .
324379212.jpg| 0| A group of people are going on a hike through the woods .
324379212.jpg| 1| Two men and two childing walking in the woods .
324379212.jpg| 2| Family hiking in the woods with two children .
324379212.jpg| 3| A group of people are hiking in the woods .
324379212.jpg| 4| A family hikes in the woods .
3256603992.jpg| 0| A man wearing sunglasses and a blue shirt walks in a dense forest .
3256603992.jpg| 1| A man hiking in the wilderness giving the camera a thumbs up .
3256603992.jpg| 2| Man standing in the midst of plants is giving two thumbs up .
3256603992.jpg| 3| A man in a blue shirt is hiking through green foliage .
3256603992.jpg| 4| A man in a blue shirt hikes through a nature trail .
3278811919.jpg| 0| Two skis hike uphill the snowy way
3278811919.jpg| 1| The two people carrying skis are walking in the snow .
3278811919.jpg| 2| Two people hiking up a snow covered mountain
3278811919.jpg| 3| A hiker walks through the snowfield .
3278811919.jpg| 4| Two people hike up a snowy hill .
33394246.jpg| 0| A man wearing a beige hat looked at all the white rock covering part of the mountain areas .
33394246.jpg| 1| A man standing in the mountains looking at ice .
33394246.jpg| 2| A hiker looks towards a snow top on a mountain .
33394246.jpg| 3| The man in the hat is hiking up the mountain .
33394246.jpg| 4| A man in a black shirt looks at a glacier .
33394719.jpg| 0| A man in a black t-shirt and white hat hikes in front of a white glacier .
33394719.jpg| 1| A hiker in a black shirt is standing before an ice covered mountain .
33394719.jpg| 2| A man in a black shirt is hiking in rocky terrain .
33394719.jpg| 3| An adventurous man looks up at a rocky path .
33394719.jpg| 4| A man in a black shirt is walking on rocks .
3343049003.jpg| 0| A man in a ski outfit and gear standing in the snow
3343049003.jpg| 1| A man in a ski outfit and gear standing in the snow
3343049003.jpg| 2| A woman hiking in the snow using ski poles .
3343049003.jpg| 3| A man is in the snow holding ski poles .
3343049003.jpg| 4| A man that is skiing with glasses on .
335009007.jpg| 0| A beautiful scenic hiking area with backpackers and an older couple sitting on a rock resting .
335009007.jpg| 1| A small group of people of observe the wilderness during the daytime .
335009007.jpg| 2| Four people are in a wooded area on some rocks .
335009007.jpg| 3| There are four people sitting out in the woods .
